Datetime,Temperature,Humidity,WindSpeed,GeneralDiffuseFlows,DiffuseFlows,PowerConsumption
3/27/2017 0:00,13.41,83.2,0.084,0.029,0.178,28959.31915
3/27/2017 0:10,13.29,83.6,0.083,0.029,0.193,28309.78723
3/27/2017 0:20,13.12,84.2,0.085,0.044,0.152,27402.89362
3/27/2017 0:30,13.0,84.4,0.085,0.033,0.171,26986.21277
3/27/2017 0:40,12.99,84.7,0.082,0.022,0.171,26802.38298
3/27/2017 0:50,12.99,84.7,0.081,0.04,0.182,26177.3617
3/27/2017 1:00,12.95,84.5,0.084,0.033,0.204,25748.42553
3/27/2017 1:10,12.82,84.7,0.085,0.033,0.171,25344.0
3/27/2017 1:20,12.7,85.1,0.086,0.04,0.211,24902.80851
3/27/2017 1:30,12.81,85.4,0.084,0.037,0.141,24486.12766
3/27/2017 1:40,12.69,85.2,0.083,0.044,0.171,24449.3617
3/27/2017 1:50,12.58,85.2,0.082,0.066,0.145,24388.08511
3/27/2017 2:00,12.44,85.4,0.081,0.051,0.141,24290.04255
3/27/2017 2:10,12.36,85.8,0.086,0.04,0.167,23897.87234
3/27/2017 2:20,12.36,86.2,0.083,0.026,0.167,23701.78723
3/27/2017 2:30,12.61,86.1,0.086,0.04,0.148,23334.12766
3/27/2017 2:40,12.44,85.0,0.083,0.029,0.178,23101.2766
3/27/2017 2:50,12.25,85.3,0.081,0.029,0.152,23040.0
3/27/2017 3:00,12.17,85.6,0.084,0.022,0.182,23162.55319
3/27/2017 3:10,12.01,85.5,0.082,0.029,0.185,23040.0
3/27/2017 3:20,11.9,85.8,0.083,0.018,0.211,22880.68085
3/27/2017 3:30,11.85,86.1,0.091,0.044,0.122,23150.29787
3/27/2017 3:40,11.78,86.1,0.084,0.04,0.159,23150.29787
3/27/2017 3:50,11.58,86.5,0.089,0.037,0.159,23334.12766
3/27/2017 4:00,11.47,86.7,0.087,0.033,0.171,23603.74468
3/27/2017 4:10,11.47,87.0,0.084,0.051,0.115,23628.25532
3/27/2017 4:20,11.54,87.1,0.083,0.029,0.133,23640.51064
3/27/2017 4:30,11.52,87.0,0.084,0.037,0.189,23836.59574
3/27/2017 4:40,11.39,87.1,0.081,0.051,0.174,24694.46809
3/27/2017 4:50,11.39,87.4,0.079,0.026,0.171,25344.0
3/27/2017 5:00,11.49,87.4,0.082,0.037,0.222,25098.89362
3/27/2017 5:10,11.48,87.2,0.085,0.022,0.167,25258.21277
3/27/2017 5:20,11.36,87.3,0.087,0.022,0.204,25356.25532
3/27/2017 5:30,11.37,87.3,0.086,0.044,0.178,25294.97872
3/27/2017 5:40,11.39,87.3,0.086,0.055,0.126,25454.29787
3/27/2017 5:50,11.37,87.2,0.081,0.037,0.167,24780.25532
3/27/2017 6:00,11.36,87.4,0.084,0.044,0.163,24559.65957
3/27/2017 6:10,11.33,87.2,0.086,0.029,0.193,24620.93617
3/27/2017 6:20,11.35,87.3,0.083,0.022,0.178,24461.61702
3/27/2017 6:30,11.3,87.1,0.087,0.026,0.197,24522.89362
3/27/2017 6:40,11.27,87.0,0.09,0.037,0.23,24339.06383
3/27/2017 6:50,11.21,87.1,0.085,0.315,0.389,23971.40426
3/27/2017 7:00,11.17,86.9,0.083,1.76,1.709,23040.0
3/27/2017 7:10,10.98,87.1,0.089,5.226,4.732,23554.7234
3/27/2017 7:20,11.0,87.4,0.084,18.84,17.54,24375.82979
3/27/2017 7:30,11.24,87.4,0.088,47.43,45.3,24804.76596
3/27/2017 7:40,11.4,86.9,0.088,75.2,72.6,25123.40426
3/27/2017 7:50,11.42,86.7,0.088,103.9,101.2,25344.0
3/27/2017 8:00,11.7,86.7,0.086,134.6,131.9,26459.23404
3/27/2017 8:10,11.78,86.1,0.089,166.4,163.9,26704.34043
3/27/2017 8:20,11.86,85.9,0.088,199.9,198.2,27059.74468
3/27/2017 8:30,12.32,85.6,0.091,234.3,233.5,27917.61702
3/27/2017 8:40,12.74,84.5,0.091,269.0,269.4,28076.93617
3/27/2017 8:50,12.88,83.4,0.087,303.2,304.9,28322.04255
3/27/2017 9:00,13.09,82.8,0.09,337.5,341.1,28898.04255
3/27/2017 9:10,13.44,82.5,0.084,371.6,377.1,29412.76596
3/27/2017 9:20,13.91,81.7,0.085,404.7,412.7,29780.42553
3/27/2017 9:30,14.39,80.8,0.085,436.8,446.8,30466.7234
3/27/2017 9:40,14.91,79.4,0.09,468.0,480.2,31508.42553
3/27/2017 9:50,15.45,77.3,0.089,498.9,513.5,32145.70213
3/27/2017 10:00,16.02,75.3,0.085,527.7,544.7,32452.08511
3/27/2017 10:10,16.71,73.7,0.086,555.9,574.1,32758.46809
3/27/2017 10:20,17.48,71.0,0.087,583.4,599.6,33346.7234
3/27/2017 10:30,18.14,68.29,0.087,608.9,616.7,33616.34043
3/27/2017 10:40,18.69,67.16,0.085,633.3,614.6,33714.38298
3/27/2017 10:50,18.86,64.22,0.086,656.7,577.1,34694.80851
3/27/2017 11:00,19.2,62.62,0.086,678.5,491.1,36349.2766
3/27/2017 11:10,19.33,62.08,0.087,698.8,448.7,36398.29787
3/27/2017 11:20,19.59,61.98,0.086,717.0,381.8,36827.23404
3/27/2017 11:30,20.02,61.78,0.082,735.0,269.5,37194.89362
3/27/2017 11:40,20.4,60.08,0.082,750.0,144.2,37513.53191
3/27/2017 11:50,20.82,60.55,0.084,765.0,98.7,37942.46809
3/27/2017 12:00,21.25,59.81,0.084,776.0,69.82,37145.87234
3/27/2017 12:10,21.58,57.84,0.085,788.0,60.19,37121.3617
3/27/2017 12:20,22.1,57.08,0.082,796.0,52.94,37256.17021
3/27/2017 12:30,22.17,56.91,0.085,803.0,51.61,37550.29787
3/27/2017 12:40,22.38,57.51,0.083,810.0,49.61,36962.04255
3/27/2017 12:50,22.83,55.81,0.084,816.0,47.22,36655.65957
3/27/2017 13:00,23.26,53.57,0.084,819.0,46.44,36349.2766
3/27/2017 13:10,23.63,53.24,0.082,819.0,48.72,36864.0
3/27/2017 13:20,23.85,52.27,0.08,817.0,50.42,36300.25532
3/27/2017 13:30,24.09,48.26,0.082,815.0,59.71,35908.08511
3/27/2017 13:40,24.56,46.09,0.084,812.0,68.39,34094.29787
3/27/2017 13:50,24.52,42.56,0.084,809.0,88.2,34069.78723
3/27/2017 14:00,24.76,42.16,0.086,804.0,153.6,33934.97872
3/27/2017 14:10,24.94,41.29,0.082,793.0,237.3,33726.6383
3/27/2017 14:20,25.16,43.46,0.082,783.0,366.4,33591.82979
3/27/2017 14:30,25.64,43.46,0.082,771.0,525.3,33591.82979
3/27/2017 14:40,25.5,46.73,0.085,759.0,664.6,33481.53191
3/27/2017 14:50,25.74,47.3,0.082,742.0,735.0,33383.48936
3/27/2017 15:00,25.88,47.06,0.083,725.0,758.0,33322.21277
3/27/2017 15:10,25.91,48.13,0.088,705.0,755.0,33187.40426
3/27/2017 15:20,25.81,47.7,0.082,685.6,741.0,32562.38298
3/27/2017 15:30,25.63,48.83,0.084,665.0,721.0,32537.87234
3/27/2017 15:40,25.5,50.03,0.083,643.8,698.7,32243.74468
3/27/2017 15:50,25.2,52.87,0.079,618.6,671.7,32537.87234
3/27/2017 16:00,25.21,53.67,0.082,589.9,639.6,32206.97872
3/27/2017 16:10,25.34,54.01,0.083,562.0,609.0,32023.14894
3/27/2017 16:20,25.34,53.24,0.078,538.6,585.7,32317.2766
3/27/2017 16:30,24.86,54.21,0.082,512.9,559.8,32084.42553
3/27/2017 16:40,24.8,54.61,0.081,485.6,531.1,31827.06383
3/27/2017 16:50,24.59,54.01,0.082,454.8,498.9,31557.44681
3/27/2017 17:00,24.51,53.5,0.08,425.2,467.9,31434.89362
3/27/2017 17:10,24.33,51.84,0.083,391.2,431.9,31643.23404
3/27/2017 17:20,24.26,52.24,0.083,363.4,402.8,32157.95745
3/27/2017 17:30,24.4,52.1,0.084,332.2,369.9,32341.78723
3/27/2017 17:40,24.28,51.17,0.081,301.3,337.3,32611.40426
3/27/2017 17:50,24.28,50.0,0.084,263.7,296.6,32905.53191
3/27/2017 18:00,24.23,49.76,0.082,229.3,258.7,33236.42553
3/27/2017 18:10,24.15,48.96,0.082,200.0,226.9,34094.29787
3/27/2017 18:20,24.04,48.86,0.081,159.2,192.1,35417.87234
3/27/2017 18:30,23.94,48.92,0.082,92.3,116.8,36949.78723
3/27/2017 18:40,23.81,49.19,0.084,88.5,99.7,39327.31915
3/27/2017 18:50,23.57,49.99,0.082,81.9,94.1,41998.97872
3/27/2017 19:00,23.3,50.99,0.084,53.88,61.88,43898.55319
3/27/2017 19:10,23.05,52.82,0.084,35.12,40.06,44572.59574
3/27/2017 19:20,22.7,54.66,0.081,17.66,18.45,44646.12766
3/27/2017 19:30,22.38,56.06,0.084,6.121,5.858,44682.89362
3/27/2017 19:40,22.08,57.6,0.086,2.312,2.25,44731.91489
3/27/2017 19:50,21.93,59.1,0.083,0.578,0.549,44437.78723
3/27/2017 20:00,21.58,60.73,0.083,0.139,0.082,44155.91489
3/27/2017 20:10,21.26,61.8,0.08,0.044,0.067,43972.08511
3/27/2017 20:20,20.96,63.1,0.082,0.029,0.096,43861.78723
3/27/2017 20:30,20.75,63.63,0.085,0.044,0.145,43800.51064
3/27/2017 20:40,20.44,64.1,0.084,0.048,0.119,43506.38298
3/27/2017 20:50,20.24,64.57,0.081,0.044,0.104,42967.14894
3/27/2017 21:00,20.07,65.3,0.079,0.018,0.115,42489.19149
3/27/2017 21:10,19.88,66.87,0.082,0.022,0.108,42170.55319
3/27/2017 21:20,19.68,68.01,0.081,0.029,0.137,41459.74468
3/27/2017 21:30,19.45,68.51,0.078,0.022,0.111,40650.89362
3/27/2017 21:40,19.36,68.94,0.079,0.018,0.104,39927.82979
3/27/2017 21:50,19.03,70.4,0.084,0.015,0.141,39290.55319
3/27/2017 22:00,18.77,71.8,0.081,0.026,0.1,38322.38298
3/27/2017 22:10,18.64,73.1,0.079,0.022,0.119,37758.6383
3/27/2017 22:20,18.51,74.1,0.083,0.015,0.115,36582.12766
3/27/2017 22:30,18.47,74.5,0.082,0.026,0.13,35638.46809
3/27/2017 22:40,18.72,72.4,0.083,0.029,0.085,34609.02128
3/27/2017 22:50,18.43,71.0,0.081,0.029,0.1,33358.97872
3/27/2017 23:00,18.16,71.5,0.083,0.015,0.159,32390.80851
3/27/2017 23:10,18.22,71.5,0.083,0.04,0.13,31349.10638
3/27/2017 23:20,17.89,73.2,0.082,0.022,0.126,30626.04255
3/27/2017 23:30,17.7,73.5,0.081,0.018,0.178,30050.04255
3/27/2017 23:40,17.55,73.5,0.082,0.022,0.156,29192.17021
3/27/2017 23:50,17.24,75.7,0.081,0.037,0.159,28285.2766
