Datetime,Temperature,Humidity,WindSpeed,GeneralDiffuseFlows,DiffuseFlows,PowerConsumption
12/10/2017 0:00,9.89,76.3,0.074,0.07,0.111,27735.36122
12/10/2017 0:10,9.89,76.3,0.077,0.044,0.223,27455.51331
12/10/2017 0:20,9.59,77.5,0.089,0.037,0.1,26859.31559
12/10/2017 0:30,9.32,79.0,0.085,0.077,0.152,26293.53612
12/10/2017 0:40,9.07,78.9,0.088,0.084,0.134,25794.67681
12/10/2017 0:50,8.55,80.1,0.087,0.051,0.159,25314.06844
12/10/2017 1:00,8.24,81.1,0.09,0.073,0.159,24711.78707
12/10/2017 1:10,8.35,81.6,0.085,0.037,0.167,24237.26236
12/10/2017 1:20,8.61,82.0,0.072,0.051,0.156,24115.58935
12/10/2017 1:30,8.65,81.8,0.081,0.059,0.148,23860.07605
12/10/2017 1:40,8.12,82.8,0.088,0.066,0.159,23507.22433
12/10/2017 1:50,8.47,82.4,0.088,0.07,0.171,23403.80228
12/10/2017 2:00,8.42,82.3,0.089,0.037,0.152,23142.20532
12/10/2017 2:10,8.22,82.4,0.086,0.077,0.115,22582.50951
12/10/2017 2:20,7.88,82.9,0.086,0.088,0.1,22485.1711
12/10/2017 2:30,7.82,83.7,0.086,0.055,0.137,22357.41445
12/10/2017 2:40,7.9,84.1,0.085,0.051,0.156,22223.57414
12/10/2017 2:50,7.86,84.0,0.083,0.044,0.119,22089.73384
12/10/2017 3:00,7.77,84.2,0.083,0.073,0.137,21791.63498
12/10/2017 3:10,7.7,84.2,0.081,0.084,0.152,21615.20913
12/10/2017 3:20,7.44,84.2,0.083,0.04,0.193,21207.60456
12/10/2017 3:30,7.08,84.6,0.083,0.084,0.13,20915.58935
12/10/2017 3:40,6.804,85.5,0.087,0.073,0.156,20745.24715
12/10/2017 3:50,6.928,85.7,0.084,0.051,0.145,20787.8327
12/10/2017 4:00,6.714,85.8,0.085,0.081,0.122,20812.1673
12/10/2017 4:10,6.577,86.2,0.087,0.066,0.145,21000.76046
12/10/2017 4:20,6.557,86.6,0.086,0.048,0.159,20946.0076
12/10/2017 4:30,6.817,87.0,0.09,0.088,0.122,21262.35741
12/10/2017 4:40,6.84,86.6,0.086,0.062,0.126,21317.11027
12/10/2017 4:50,6.603,86.8,0.085,0.037,0.174,21359.69582
12/10/2017 5:00,6.529,87.0,0.086,0.07,0.141,21189.35361
12/10/2017 5:10,6.498,87.1,0.089,0.091,0.1,21286.69202
12/10/2017 5:20,6.575,87.3,0.086,0.084,0.137,21280.60837
12/10/2017 5:30,6.452,87.0,0.085,0.048,0.163,21463.11787
12/10/2017 5:40,6.168,87.4,0.09,0.051,0.163,22156.65399
12/10/2017 5:50,6.202,87.7,0.086,0.066,0.178,22333.07985
12/10/2017 6:00,6.154,87.8,0.088,0.073,0.126,22077.56654
12/10/2017 6:10,6.099,87.7,0.087,0.04,0.185,22065.39924
12/10/2017 6:20,6.055,88.0,0.085,0.073,0.13,22132.31939
12/10/2017 6:30,5.882,88.4,0.083,0.081,0.185,22022.81369
12/10/2017 6:40,5.917,88.1,0.083,0.062,0.156,21152.85171
12/10/2017 6:50,5.867,88.2,0.081,0.077,0.156,19850.95057
12/10/2017 7:00,5.913,88.2,0.08,0.066,0.134,18719.39163
12/10/2017 7:10,5.936,88.0,0.082,0.073,0.148,18500.38023
12/10/2017 7:20,5.85,87.9,0.085,0.059,0.156,18196.19772
12/10/2017 7:30,5.768,87.7,0.086,0.073,0.152,18323.95437
12/10/2017 7:40,5.724,87.9,0.083,0.091,0.126,18482.12928
12/10/2017 7:50,5.83,87.7,0.092,0.238,0.282,18622.05323
12/10/2017 8:00,5.957,87.7,0.089,4.538,4.191,18920.15209
12/10/2017 8:10,5.779,87.3,0.088,11.87,10.97,19315.58935
12/10/2017 8:20,5.763,87.6,0.096,14.0,12.87,19923.95437
12/10/2017 8:30,5.989,87.5,0.096,28.85,24.06,20209.88593
12/10/2017 8:40,6.205,88.2,0.095,76.4,40.27,20757.41445
12/10/2017 8:50,6.687,87.6,0.096,87.3,49.68,21146.76806
12/10/2017 9:00,6.599,86.6,0.092,75.7,55.09,21986.31179
12/10/2017 9:10,6.391,86.3,0.091,80.9,63.79,22466.92015
12/10/2017 9:20,6.942,87.4,0.093,98.2,71.8,23276.04563
12/10/2017 9:30,6.636,85.9,0.092,101.2,76.5,24139.92395
12/10/2017 9:40,6.651,85.9,0.085,132.6,83.5,24614.44867
12/10/2017 9:50,6.791,86.0,0.088,165.1,88.7,25466.1597
12/10/2017 10:00,6.901,85.8,0.086,176.7,87.7,26281.36882
12/10/2017 10:10,7.15,86.0,0.088,218.0,88.8,27017.49049
12/10/2017 10:20,7.47,85.8,0.087,228.4,91.9,27619.77186
12/10/2017 10:30,7.65,85.5,0.089,252.9,99.1,28015.20913
12/10/2017 10:40,8.02,85.3,0.089,286.2,107.7,28349.80989
12/10/2017 10:50,8.59,85.0,0.09,259.6,110.5,28653.9924
12/10/2017 11:00,9.37,84.9,0.095,267.5,114.8,29384.03042
12/10/2017 11:10,9.86,83.9,0.089,300.0,119.1,29627.37643
12/10/2017 11:20,10.19,82.9,0.088,336.7,118.5,29998.47909
12/10/2017 11:30,10.94,82.3,0.086,345.9,113.0,30290.4943
12/10/2017 11:40,11.99,81.1,0.081,390.0,113.4,30278.327
12/10/2017 11:50,13.05,79.4,0.082,370.8,116.8,30302.6616
12/10/2017 12:00,13.79,76.3,0.082,381.7,126.0,30059.31559
12/10/2017 12:10,14.59,73.8,0.077,345.4,136.4,30053.23194
12/10/2017 12:20,15.46,71.5,0.079,383.1,155.6,29961.97719
12/10/2017 12:30,15.86,65.31,0.073,367.1,166.6,29499.61977
12/10/2017 12:40,16.1,61.23,0.076,331.9,178.4,29122.43346
12/10/2017 12:50,16.17,60.77,0.076,331.3,193.8,29280.60837
12/10/2017 13:00,16.17,60.53,0.075,322.7,214.6,29408.36502
12/10/2017 13:10,16.13,59.63,0.076,365.5,238.7,29292.77567
12/10/2017 13:20,16.17,59.6,0.075,409.0,259.7,29079.84791
12/10/2017 13:30,16.23,58.96,0.075,391.7,273.8,29225.85551
12/10/2017 13:40,16.32,59.43,0.075,377.6,276.3,29201.52091
12/10/2017 13:50,16.27,59.46,0.074,341.8,259.0,29341.44487
12/10/2017 14:00,16.25,59.83,0.074,340.5,237.4,29493.53612
12/10/2017 14:10,16.17,59.63,0.074,326.3,221.9,29554.37262
12/10/2017 14:20,16.17,59.63,0.075,318.9,218.3,29651.71103
12/10/2017 14:30,16.11,59.4,0.075,309.6,217.5,29304.94297
12/10/2017 14:40,16.21,59.5,0.073,303.9,209.3,28751.3308
12/10/2017 14:50,16.22,59.56,0.076,296.4,202.9,28538.40304
12/10/2017 15:00,16.24,58.56,0.076,313.4,195.7,28361.97719
12/10/2017 15:10,16.31,58.53,0.076,282.9,181.0,28069.96198
12/10/2017 15:20,16.29,58.46,0.077,275.9,168.0,28325.47529
12/10/2017 15:30,16.31,58.59,0.075,287.5,162.8,28228.13688
12/10/2017 15:40,16.34,57.93,0.077,242.1,156.9,28009.12548
12/10/2017 15:50,16.32,58.29,0.076,203.9,157.8,27784.03042
12/10/2017 16:00,16.3,58.86,0.076,195.3,166.9,27802.28137
12/10/2017 16:10,16.16,58.06,0.077,160.3,152.7,27650.19011
12/10/2017 16:20,16.06,58.63,0.079,133.3,133.0,27753.61217
