Datetime,Temperature,Humidity,WindSpeed,GeneralDiffuseFlows,DiffuseFlows,PowerConsumption
12/8/2017 0:00,10.82,71.3,0.081,0.055,0.111,26768.06084
12/8/2017 0:10,11.16,69.1,0.083,0.059,0.13,26208.36502
12/8/2017 0:20,10.89,68.8,0.081,0.066,0.167,25654.75285
12/8/2017 0:30,10.69,69.0,0.079,0.044,0.13,25210.64639
12/8/2017 0:40,10.72,68.33,0.08,0.077,0.1,24748.28897
12/8/2017 0:50,10.74,68.4,0.079,0.07,0.152,24401.52091
12/8/2017 1:00,10.76,69.3,0.08,0.091,0.122,24073.0038
12/8/2017 1:10,10.46,70.9,0.08,0.048,0.137,23750.57034
12/8/2017 1:20,10.27,71.5,0.082,0.051,0.126,23403.80228
12/8/2017 1:30,9.78,74.0,0.08,0.04,0.204,23050.95057
12/8/2017 1:40,9.5,74.3,0.08,0.073,0.104,22990.11407
12/8/2017 1:50,9.59,74.4,0.081,0.037,0.148,22740.68441
12/8/2017 2:00,9.6,73.4,0.083,0.073,0.141,22430.41825
12/8/2017 2:10,9.83,72.7,0.08,0.062,0.156,22320.91255
12/8/2017 2:20,9.84,71.1,0.082,0.088,0.104,21864.63878
12/8/2017 2:30,9.78,70.6,0.086,0.084,0.122,21633.46008
12/8/2017 2:40,9.89,69.61,0.083,0.088,0.156,21493.53612
12/8/2017 2:50,9.94,68.43,0.079,0.077,0.111,21426.61597
12/8/2017 3:00,10.13,67.77,0.082,0.059,0.156,21183.26996
12/8/2017 3:10,10.29,65.9,0.082,0.062,0.111,21116.34981
12/8/2017 3:20,10.22,65.73,0.08,0.04,0.2,21073.76426
12/8/2017 3:30,10.32,64.97,0.083,0.051,0.115,20830.41825
12/8/2017 3:40,10.2,64.6,0.084,0.081,0.159,20824.3346
12/8/2017 3:50,10.26,64.49,0.082,0.029,0.119,20952.09125
12/8/2017 4:00,10.17,65.0,0.082,0.091,0.096,21092.01521
12/8/2017 4:10,9.98,66.23,0.082,0.062,0.104,20964.25856
12/8/2017 4:20,9.58,68.61,0.08,0.073,0.126,21092.01521
12/8/2017 4:30,8.93,71.9,0.081,0.059,0.134,21122.43346
12/8/2017 4:40,8.62,72.6,0.081,0.066,0.13,21067.68061
12/8/2017 4:50,8.87,71.9,0.08,0.073,0.152,21286.69202
12/8/2017 5:00,8.98,70.8,0.082,0.062,0.167,21450.95057
12/8/2017 5:10,8.96,69.71,0.082,0.073,0.141,21536.12167
12/8/2017 5:20,8.92,69.48,0.08,0.059,0.126,21444.86692
12/8/2017 5:30,9.06,68.71,0.08,0.073,0.111,21469.20152
12/8/2017 5:40,9.32,67.27,0.08,0.077,0.156,22381.74905
12/8/2017 5:50,9.42,66.34,0.082,0.084,0.111,22424.3346
12/8/2017 6:00,9.55,66.01,0.084,0.084,0.152,22266.1597
12/8/2017 6:10,9.61,65.37,0.082,0.062,0.137,22381.74905
12/8/2017 6:20,9.52,65.31,0.08,0.07,0.167,22533.8403
12/8/2017 6:30,9.42,65.34,0.082,0.066,0.126,22819.77186
12/8/2017 6:40,9.24,65.71,0.079,0.066,0.115,22509.5057
12/8/2017 6:50,9.27,65.97,0.08,0.073,0.13,21773.38403
12/8/2017 7:00,9.42,64.64,0.082,0.077,0.119,21864.63878
12/8/2017 7:10,9.76,63.77,0.081,0.062,0.156,22320.91255
12/8/2017 7:20,9.97,63.07,0.082,0.066,0.145,22406.08365
12/8/2017 7:30,10.23,61.7,0.08,0.062,0.108,22363.4981
12/8/2017 7:40,10.06,62.07,0.08,0.084,0.141,22180.98859
12/8/2017 7:50,10.11,62.34,0.083,0.187,0.323,22144.48669
12/8/2017 8:00,10.1,61.64,0.08,1.219,1.153,22576.42586
12/8/2017 8:10,9.84,62.47,0.085,3.598,3.501,23342.96578
12/8/2017 8:20,9.99,62.84,0.083,7.02,6.809,24115.58935
12/8/2017 8:30,9.85,62.34,0.084,19.6,11.2,24723.95437
12/8/2017 8:40,9.99,62.27,0.083,61.67,17.12,25168.06084
12/8/2017 8:50,9.96,61.47,0.083,85.1,19.64,25435.74144
12/8/2017 9:00,9.88,61.64,0.082,109.3,21.76,25666.92015
12/8/2017 9:10,10.21,60.8,0.084,134.0,23.61,26725.47529
12/8/2017 9:20,10.48,60.03,0.081,159.7,25.32,27035.74144
12/8/2017 9:30,10.59,59.73,0.087,185.0,26.18,27382.50951
12/8/2017 9:40,10.79,59.07,0.085,210.6,27.05,27589.35361
12/8/2017 9:50,11.14,58.53,0.085,236.5,28.22,28228.13688
12/8/2017 10:00,11.52,57.63,0.084,261.7,29.35,28891.25475
12/8/2017 10:10,11.85,57.53,0.082,289.0,33.53,29262.35741
12/8/2017 10:20,12.13,57.56,0.083,311.3,42.72,29317.11027
12/8/2017 10:30,12.41,57.33,0.084,325.6,40.41,29676.04563
12/8/2017 10:40,12.68,57.13,0.083,357.2,39.63,30028.89734
12/8/2017 10:50,13.13,55.89,0.083,384.8,49.53,30126.23574
12/8/2017 11:00,13.33,56.69,0.082,383.1,69.21,30515.58935
12/8/2017 11:10,14.11,54.49,0.082,390.4,66.04,30546.0076
12/8/2017 11:20,14.51,54.89,0.084,454.2,76.1,30825.85551
12/8/2017 11:30,14.89,54.26,0.085,434.4,94.4,31117.87072
12/8/2017 11:40,15.0,54.92,0.085,444.2,79.2,31397.71863
12/8/2017 11:50,15.09,54.62,0.084,472.3,87.5,31178.70722
12/8/2017 12:00,15.32,54.42,0.081,483.3,98.0,30539.92395
12/8/2017 12:10,15.62,51.49,0.084,522.8,101.0,29803.80228
12/8/2017 12:20,15.9,49.12,0.083,488.6,111.5,30150.57034
12/8/2017 12:30,15.97,48.21,0.084,439.3,109.4,29968.06084
12/8/2017 12:40,16.09,48.61,0.083,499.2,93.7,30053.23194
12/8/2017 12:50,16.29,48.24,0.083,513.5,83.9,29968.06084
12/8/2017 13:00,16.52,47.78,0.084,557.9,113.8,30095.81749
12/8/2017 13:10,16.65,47.24,0.087,517.1,105.4,30460.8365
12/8/2017 13:20,16.55,47.94,0.083,491.3,65.33,30612.92776
12/8/2017 13:30,16.68,48.31,0.085,503.4,43.23,30381.74905
12/8/2017 13:40,16.87,45.87,0.085,494.3,38.84,30521.673
12/8/2017 13:50,16.9,47.64,0.087,487.1,38.71,30296.57795
12/8/2017 14:00,17.0,48.11,0.086,482.8,43.91,30095.81749
12/8/2017 14:10,17.03,47.5,0.086,481.5,60.41,30211.40684
12/8/2017 14:20,17.02,47.73,0.083,478.2,85.8,30101.90114
12/8/2017 14:30,17.13,47.13,0.088,419.0,109.0,29992.39544
12/8/2017 14:40,17.01,46.63,0.085,341.2,82.2,30193.15589
12/8/2017 14:50,17.14,46.7,0.085,401.2,45.04,30101.90114
12/8/2017 15:00,17.21,46.36,0.086,394.0,39.34,29384.03042
12/8/2017 15:10,17.32,46.33,0.083,376.2,43.48,29676.04563
12/8/2017 15:20,17.4,48.43,0.083,362.2,60.9,29949.80989
12/8/2017 15:30,17.31,48.66,0.083,349.2,104.3,29828.13688
12/8/2017 15:40,17.25,47.93,0.083,277.7,140.7,29639.54373
12/8/2017 15:50,17.16,47.63,0.085,271.9,188.5,29414.44867
12/8/2017 16:00,17.17,46.4,0.083,251.0,221.2,29590.87452
12/8/2017 16:10,17.06,47.53,0.083,191.5,185.4,29548.28897
12/8/2017 16:20,17.03,45.73,0.085,236.3,259.6,29542.20532
12/8/2017 16:30,16.98,47.36,0.087,174.7,192.3,30156.65399
12/8/2017 16:40,16.71,47.83,0.087,125.4,138.6,30515.58935
12/8/2017 16:50,16.49,50.37,0.084,74.3,79.9,30959.69582
12/8/2017 17:00,16.28,50.63,0.083,79.2,90.5,31750.57034
12/8/2017 17:10,16.21,51.9,0.085,115.1,138.9,33435.74144
12/8/2017 17:20,16.17,52.24,0.086,109.6,131.0,36288.97338
12/8/2017 17:30,16.08,52.4,0.085,84.5,102.1,38655.51331
12/8/2017 17:40,15.87,52.77,0.085,31.78,33.59,39245.62738
12/8/2017 17:50,15.54,54.14,0.083,16.42,16.76,39288.21293
12/8/2017 18:00,15.3,55.11,0.085,6.207,6.523,38953.61217
12/8/2017 18:10,15.27,55.74,0.085,3.755,3.742,39111.78707
12/8/2017 18:20,15.01,57.18,0.083,1.409,1.52,39166.53992
12/8/2017 18:30,14.85,57.74,0.082,0.055,0.167,39288.21293
12/8/2017 18:40,14.61,59.41,0.083,0.062,0.108,39349.04943
12/8/2017 18:50,14.26,61.45,0.082,0.037,0.089,39184.79087
12/8/2017 19:00,13.94,62.72,0.082,0.066,0.108,38904.94297
12/8/2017 19:10,13.75,63.62,0.083,0.048,0.133,38947.52852
12/8/2017 19:20,13.62,63.99,0.082,0.07,0.074,38850.19011
12/8/2017 19:30,13.41,64.99,0.085,0.088,0.085,38600.76046
12/8/2017 19:40,13.31,65.22,0.083,0.062,0.063,38363.4981
12/8/2017 19:50,13.07,66.22,0.083,0.044,0.104,38430.41825
12/8/2017 20:00,12.86,66.76,0.081,0.044,0.156,38326.9962
12/8/2017 20:10,12.91,66.59,0.081,0.051,0.133,38844.10646
12/8/2017 20:20,12.83,66.69,0.082,0.066,0.145,39032.69962
12/8/2017 20:30,12.43,68.46,0.08,0.044,0.115,38649.42966
12/8/2017 20:40,12.12,69.59,0.084,0.07,0.141,38308.74525
12/8/2017 20:50,11.78,70.7,0.081,0.081,0.141,38071.48289
12/8/2017 21:00,11.71,70.8,0.08,0.051,0.163,37603.04183
12/8/2017 21:10,11.57,71.1,0.083,0.044,0.104,37055.51331
12/8/2017 21:20,11.32,72.1,0.079,0.051,0.141,36860.8365
12/8/2017 21:30,11.26,72.8,0.081,0.055,0.13,36325.47529
12/8/2017 21:40,11.46,72.0,0.082,0.044,0.1,36203.80228
12/8/2017 21:50,11.45,71.7,0.082,0.051,0.085,35966.53992
12/8/2017 22:00,11.27,72.1,0.081,0.073,0.115,35558.93536
12/8/2017 22:10,11.14,73.1,0.082,0.055,0.093,35163.4981
12/8/2017 22:20,10.84,74.1,0.081,0.04,0.185,34427.37643
12/8/2017 22:30,10.55,74.2,0.083,0.07,0.104,33928.51711
12/8/2017 22:40,10.18,75.8,0.082,0.077,0.115,33228.89734
12/8/2017 22:50,10.31,75.5,0.086,0.051,0.141,32444.10646
12/8/2017 23:00,9.96,76.9,0.083,0.07,0.122,31787.07224
12/8/2017 23:10,9.54,78.3,0.083,0.073,0.163,31075.28517
12/8/2017 23:20,9.41,79.1,0.088,0.051,0.167,30509.5057
12/8/2017 23:30,9.43,79.1,0.094,0.084,0.152,29736.88213
12/8/2017 23:40,9.3,79.7,0.089,0.066,0.119,28647.90875
12/8/2017 23:50,9.05,80.5,0.086,0.044,0.174,27850.95057
