Datetime,Temperature,Humidity,WindSpeed,GeneralDiffuseFlows,DiffuseFlows,PowerConsumption
7/17/2017 0:00,25.96,82.6,4.915,0.084,0.126,37149.76744
7/17/2017 0:10,25.98,82.5,4.916,0.084,0.144,36460.86379
7/17/2017 0:20,25.77,83.3,4.917,0.077,0.159,35720.93023
7/17/2017 0:30,25.76,83.7,4.917,0.069,0.141,35070.299
7/17/2017 0:40,25.7,84.2,4.916,0.077,0.152,34368.63787
7/17/2017 0:50,25.58,84.4,4.919,0.069,0.159,33660.59801
7/17/2017 1:00,25.35,85.2,4.916,0.091,0.163,32958.93688
7/17/2017 1:10,25.34,85.6,4.918,0.073,0.141,32295.54817
7/17/2017 1:20,25.28,85.6,4.917,0.069,0.137,32129.701
7/17/2017 1:30,25.29,85.5,4.924,0.069,0.137,31581.12957
7/17/2017 1:40,25.32,85.3,4.927,0.073,0.189,30930.49834
7/17/2017 1:50,25.26,85.3,4.925,0.08,0.119,30700.86379
7/17/2017 2:00,25.27,85.4,4.926,0.04,0.119,30675.34884
7/17/2017 2:10,25.28,85.3,4.927,0.069,0.137,30203.32226
7/17/2017 2:20,25.29,85.2,4.932,0.084,0.126,30171.42857
7/17/2017 2:30,25.26,85.0,4.93,0.102,0.122,29871.62791
7/17/2017 2:40,24.93,84.6,4.93,0.062,0.152,29820.59801
7/17/2017 2:50,24.78,83.6,4.928,0.055,0.152,29699.40199
7/17/2017 3:00,24.91,82.9,4.922,0.084,0.1,29469.76744
7/17/2017 3:10,25.13,82.0,4.924,0.077,0.137,29539.93355
7/17/2017 3:20,25.16,81.4,4.922,0.077,0.144,29986.44518
7/17/2017 3:30,25.12,80.7,4.923,0.084,0.115,29820.59801
7/17/2017 3:40,24.83,80.1,4.923,0.088,0.141,29482.52492
7/17/2017 3:50,24.83,80.0,4.927,0.069,0.104,29240.13289
7/17/2017 4:00,24.88,79.5,4.926,0.077,0.115,29284.78405
7/17/2017 4:10,24.87,79.2,4.925,0.066,0.148,29220.99668
7/17/2017 4:20,24.87,79.3,4.928,0.073,0.148,28895.68106
7/17/2017 4:30,24.62,79.3,4.926,0.069,0.156,28602.25914
7/17/2017 4:40,24.35,80.3,4.925,0.073,0.141,27721.99336
7/17/2017 4:50,24.25,80.8,4.924,0.051,0.144,26344.18605
7/17/2017 5:00,24.26,80.7,4.922,0.084,0.148,25189.63455
7/17/2017 5:10,24.38,80.3,4.927,0.069,0.137,24628.30565
7/17/2017 5:20,24.47,79.4,4.926,0.037,0.17,24373.15615
7/17/2017 5:30,24.5,78.7,4.924,0.091,0.085,24194.5515
7/17/2017 5:40,24.67,78.5,4.924,0.08,0.144,24271.09635
7/17/2017 5:50,24.82,77.6,4.926,0.113,0.141,24430.56478
7/17/2017 6:00,24.66,78.4,4.922,0.545,0.508,24641.06312
7/17/2017 6:10,24.25,79.8,4.917,2.607,2.16,25036.54485
7/17/2017 6:20,24.11,80.5,4.919,7.56,6.299,25042.92359
7/17/2017 6:30,24.03,80.9,4.923,16.02,12.94,25119.46844
7/17/2017 6:40,23.92,81.1,4.922,31.13,25.38,25648.90365
7/17/2017 6:50,23.94,81.1,4.921,53.07,45.1,25789.23588
7/17/2017 7:00,23.98,80.8,4.924,79.9,69.25,26612.09302
7/17/2017 7:10,24.18,80.5,4.922,109.3,96.0,27141.52824
7/17/2017 7:20,24.33,79.7,4.922,138.2,122.7,27517.87375
7/17/2017 7:30,24.56,79.3,4.924,166.5,149.0,28034.5515
7/17/2017 7:40,24.85,78.3,4.924,197.2,177.4,28417.27575
7/17/2017 7:50,25.0,77.1,4.921,227.4,205.6,29437.87375
7/17/2017 8:00,25.15,76.3,4.928,258.6,235.1,30139.53488
7/17/2017 8:10,25.19,75.1,4.927,290.2,264.7,30930.49834
7/17/2017 8:20,25.38,74.6,4.924,319.4,291.8,31396.14618
7/17/2017 8:30,25.64,74.1,4.926,349.8,320.3,32008.50498
7/17/2017 8:40,25.85,72.6,4.924,383.7,352.5,32716.54485
7/17/2017 8:50,26.34,71.5,4.923,414.3,358.9,33233.22259
7/17/2017 9:00,26.62,69.41,4.921,445.8,273.7,33775.41528
7/17/2017 9:10,27.03,67.74,4.927,475.4,130.3,34413.28904
7/17/2017 9:20,27.46,65.9,4.927,504.3,91.0,35191.49502
7/17/2017 9:30,28.0,63.67,4.924,533.1,87.9,35529.56811
7/17/2017 9:40,28.7,60.0,4.927,563.1,87.4,36358.80399
7/17/2017 9:50,29.03,56.06,4.931,589.6,87.4,36824.45183
7/17/2017 10:00,29.45,54.46,4.926,614.7,88.3,37506.97674
7/17/2017 10:10,30.11,50.6,4.933,639.2,87.0,37947.10963
7/17/2017 10:20,30.28,46.13,4.931,664.0,86.2,38495.68106
7/17/2017 10:30,30.7,45.53,4.932,687.6,85.2,38706.1794
7/17/2017 10:40,31.12,42.73,4.935,710.0,84.6,39190.96346
7/17/2017 10:50,31.46,42.69,4.937,731.0,83.8,39726.77741
7/17/2017 11:00,31.89,40.39,4.929,751.0,82.9,39867.10963
7/17/2017 11:10,32.13,39.63,4.937,769.0,81.4,40147.77409
7/17/2017 11:20,32.48,38.09,4.927,788.0,80.1,40422.0598
7/17/2017 11:30,32.78,36.36,4.932,807.0,78.8,40307.24252
7/17/2017 11:40,33.18,34.26,4.936,817.0,79.0,40843.05648
7/17/2017 11:50,33.31,39.76,4.929,822.0,81.2,41200.26578
7/17/2017 12:00,32.0,44.69,4.917,832.0,83.3,41544.71761
7/17/2017 12:10,31.1,47.83,4.919,848.0,82.7,41327.84053
7/17/2017 12:20,30.6,52.53,4.919,855.0,83.7,41276.81063
7/17/2017 12:30,30.32,55.0,4.919,860.0,84.0,41582.99003
7/17/2017 12:40,29.98,55.13,4.917,866.0,83.8,41500.06645
7/17/2017 12:50,30.09,55.7,4.922,869.0,83.1,41544.71761
7/17/2017 13:00,30.2,54.0,4.919,874.0,82.7,41378.87043
7/17/2017 13:10,30.22,53.16,4.918,872.0,82.7,41404.38538
7/17/2017 13:20,30.58,51.06,4.921,868.0,83.9,41372.49169
7/17/2017 13:30,31.08,46.99,4.92,865.0,84.9,41774.35216
7/17/2017 13:40,31.08,47.56,4.919,860.0,86.0,41442.65781
7/17/2017 13:50,31.01,47.59,4.919,856.0,85.4,41238.53821
7/17/2017 14:00,31.0,48.13,4.919,852.0,84.3,41193.88704
7/17/2017 14:10,31.05,46.99,4.919,852.0,82.6,41346.97674
7/17/2017 14:20,31.37,46.09,4.919,841.0,82.2,41315.08306
7/17/2017 14:30,31.06,45.53,4.922,831.0,81.2,41551.09635
7/17/2017 14:40,31.19,45.46,4.92,823.0,79.9,41110.96346
7/17/2017 14:50,31.21,45.12,4.919,810.0,78.6,40638.93688
7/17/2017 15:00,31.45,43.99,4.924,797.0,78.0,40504.98339
7/17/2017 15:10,31.67,40.62,4.922,781.0,77.5,40096.74419
7/17/2017 15:20,31.52,40.52,4.921,763.0,77.1,39822.45847
7/17/2017 15:30,31.84,41.35,4.921,748.0,75.8,39350.43189
7/17/2017 15:40,31.31,44.22,4.92,729.0,74.4,39344.05316
7/17/2017 15:50,31.11,44.56,4.921,709.0,73.7,39420.59801
7/17/2017 16:00,31.53,42.86,4.925,687.8,73.3,39618.33887
7/17/2017 16:10,31.64,42.32,4.922,662.4,73.2,39216.47841
7/17/2017 16:20,31.76,42.45,4.92,640.2,72.3,39114.4186
7/17/2017 16:30,31.64,41.45,4.917,615.9,71.3,38712.55814
7/17/2017 16:40,31.81,40.79,4.918,591.9,70.3,38744.45183
7/17/2017 16:50,31.87,40.69,4.918,567.2,69.09,38584.98339
7/17/2017 17:00,31.93,39.72,4.921,541.1,67.86,38412.75748
7/17/2017 17:10,32.28,39.45,4.922,515.1,66.23,37998.13953
7/17/2017 17:20,32.32,39.59,4.921,487.3,64.88,38036.41196
7/17/2017 17:30,32.54,38.59,4.921,458.6,63.6,37832.29236
7/17/2017 17:40,32.68,38.02,4.919,428.2,62.39,37774.88372
7/17/2017 17:50,32.59,37.69,4.917,399.6,63.0,37685.5814
7/17/2017 18:00,32.63,38.25,4.924,368.3,89.6,37691.96013
7/17/2017 18:10,32.77,37.79,4.92,337.0,204.8,37832.29236
7/17/2017 18:20,33.0,37.05,4.923,307.7,292.5,37870.56478
7/17/2017 18:30,32.67,37.32,4.921,278.4,285.6,37921.59468
7/17/2017 18:40,32.74,37.52,4.92,247.9,256.9,38042.7907
7/17/2017 18:50,32.32,37.85,4.921,216.5,225.6,38272.42525
7/17/2017 19:00,32.46,37.28,4.92,187.8,196.7,38661.52824
7/17/2017 19:10,32.38,36.28,4.921,159.2,167.6,39273.88704
