Datetime,Temperature,Humidity,WindSpeed,GeneralDiffuseFlows,DiffuseFlows,PowerConsumption
2/25/2017 0:00,12.53,61.85,0.083,0.044,0.089,29526.10169
2/25/2017 0:10,12.86,58.01,0.089,0.059,0.07,28555.9322
2/25/2017 0:20,12.25,60.01,0.087,0.048,0.074,27945.76271
2/25/2017 0:30,11.95,61.28,0.085,0.088,0.1,27274.57627
2/25/2017 0:40,11.82,61.62,0.085,0.04,0.1,26810.84746
2/25/2017 0:50,11.69,62.45,0.092,0.055,0.122,26127.45763
2/25/2017 1:00,11.45,63.48,0.087,0.059,0.13,25572.20339
2/25/2017 1:10,11.64,63.45,0.085,0.044,0.141,24821.69492
2/25/2017 1:20,10.83,65.65,0.089,0.029,0.141,24327.45763
2/25/2017 1:30,10.97,65.59,0.091,0.029,0.137,24016.27119
2/25/2017 1:40,11.39,64.59,0.089,0.044,0.119,23546.44068
2/25/2017 1:50,11.62,61.98,0.085,0.04,0.137,23357.28814
2/25/2017 2:00,11.23,63.75,0.083,0.044,0.126,23357.28814
2/25/2017 2:10,11.12,63.68,0.09,0.07,0.093,23040.0
2/25/2017 2:20,11.18,63.32,0.082,0.055,0.126,22765.42373
2/25/2017 2:30,11.23,62.85,0.087,0.037,0.115,22643.38983
2/25/2017 2:40,11.08,63.42,0.088,0.051,0.126,22320.0
2/25/2017 2:50,10.83,64.22,0.09,0.037,0.185,22277.28814
2/25/2017 3:00,10.72,64.32,0.085,0.029,0.148,22112.54237
2/25/2017 3:10,10.4,66.09,0.085,0.029,0.178,22179.66102
2/25/2017 3:20,10.01,67.29,0.086,0.029,0.111,21898.98305
2/25/2017 3:30,9.91,67.96,0.089,0.029,0.119,21898.98305
2/25/2017 3:40,9.82,68.26,0.089,0.066,0.119,21831.86441
2/25/2017 3:50,9.44,69.89,0.09,0.055,0.085,21856.27119
2/25/2017 4:00,9.19,71.1,0.085,0.044,0.182,21844.0678
2/25/2017 4:10,9.0,72.3,0.084,0.055,0.111,21722.0339
2/25/2017 4:20,9.08,72.5,0.084,0.11,0.122,21813.55932
2/25/2017 4:30,8.93,72.5,0.088,0.055,0.148,21526.77966
2/25/2017 4:40,8.52,74.4,0.085,0.066,0.134,21642.71186
2/25/2017 4:50,8.49,75.2,0.092,0.062,0.182,21770.84746
2/25/2017 5:00,8.71,75.0,0.084,0.059,0.13,21886.77966
2/25/2017 5:10,8.12,77.1,0.085,0.066,0.163,22185.76271
2/25/2017 5:20,8.11,77.6,0.09,0.07,0.1,22808.13559
2/25/2017 5:30,8.56,76.8,0.084,0.051,0.13,23668.47458
2/25/2017 5:40,7.83,77.4,0.087,0.033,0.178,23326.77966
2/25/2017 5:50,7.92,78.1,0.089,0.029,0.182,23162.0339
2/25/2017 6:00,8.09,77.4,0.079,0.059,0.1,23088.81356
2/25/2017 6:10,7.71,78.4,0.085,0.051,0.093,22899.66102
2/25/2017 6:20,8.11,78.0,0.087,0.051,0.145,22222.37288
2/25/2017 6:30,7.91,77.2,0.088,0.044,0.156,21606.10169
2/25/2017 6:40,7.83,77.3,0.085,0.048,0.145,20684.74576
2/25/2017 6:50,7.49,78.4,0.084,0.048,0.163,19928.13559
2/25/2017 7:00,7.24,79.8,0.087,0.059,0.145,20294.23729
2/25/2017 7:10,6.95,81.2,0.086,0.055,0.167,20757.9661
2/25/2017 7:20,6.829,81.1,0.088,0.051,0.215,20684.74576
2/25/2017 7:30,6.739,82.2,0.085,0.091,0.248,20886.10169
2/25/2017 7:40,6.999,82.0,0.085,0.783,0.779,21209.49153
2/25/2017 7:50,7.39,81.0,0.085,2.767,2.57,21435.25424
2/25/2017 8:00,7.83,79.6,0.085,5.402,5.07,22124.74576
2/25/2017 8:10,7.75,77.7,0.084,10.9,10.29,22978.98305
2/25/2017 8:20,7.95,77.1,0.082,34.58,33.87,23595.25424
2/25/2017 8:30,8.19,75.2,0.084,75.2,75.1,23882.0339
2/25/2017 8:40,8.35,74.2,0.088,133.2,135.5,24345.76271
2/25/2017 8:50,8.57,73.1,0.082,162.5,165.7,25090.16949
2/25/2017 9:00,8.39,74.2,0.086,188.1,188.9,25596.61017
2/25/2017 9:10,8.28,74.7,0.087,224.7,205.7,26231.18644
2/25/2017 9:20,8.49,74.7,0.087,257.3,172.6,27384.40678
2/25/2017 9:30,8.66,74.3,0.09,290.0,106.1,28220.33898
2/25/2017 9:40,8.88,74.4,0.088,320.8,57.19,28568.13559
2/25/2017 9:50,9.38,74.0,0.087,351.6,40.1,29666.44068
2/25/2017 10:00,10.16,71.5,0.086,381.9,36.25,30044.74576
2/25/2017 10:10,10.69,67.86,0.092,409.1,36.48,30691.52542
2/25/2017 10:20,11.26,65.43,0.085,437.7,36.87,31362.71186
2/25/2017 10:30,11.7,63.29,0.084,465.8,37.75,31924.0678
2/25/2017 10:40,12.22,62.16,0.088,492.9,39.03,32052.20339
2/25/2017 10:50,12.6,60.93,0.086,507.8,43.05,32497.62712
2/25/2017 11:00,13.11,58.52,0.085,524.6,50.22,33193.22034
2/25/2017 11:10,13.56,59.29,0.084,560.0,51.85,33443.38983
2/25/2017 11:20,14.04,58.06,0.083,581.5,52.25,33565.42373
2/25/2017 11:30,14.68,51.78,0.086,588.4,56.21,33553.22034
2/25/2017 11:40,15.22,46.97,0.087,596.5,59.48,33791.18644
2/25/2017 11:50,15.58,44.13,0.088,618.4,52.67,33815.59322
2/25/2017 12:00,15.92,43.2,0.087,641.2,53.94,33901.01695
2/25/2017 12:10,16.03,42.5,0.083,646.7,55.81,34023.05085
2/25/2017 12:20,16.18,38.66,0.085,665.0,58.55,34261.01695
2/25/2017 12:30,16.39,39.33,0.086,673.9,65.59,34498.98305
2/25/2017 12:40,16.48,38.63,0.087,650.6,71.8,34407.45763
2/25/2017 12:50,16.5,38.83,0.087,652.0,75.1,34425.76271
2/25/2017 13:00,16.54,40.59,0.085,656.9,72.0,34242.71186
2/25/2017 13:10,16.73,40.73,0.088,654.8,73.6,33894.91525
2/25/2017 13:20,16.61,39.62,0.085,666.8,69.85,34053.55932
2/25/2017 13:30,16.66,42.46,0.085,666.9,63.61,34035.25424
2/25/2017 13:40,16.56,40.82,0.084,669.0,54.63,33699.66102
2/25/2017 13:50,16.63,37.72,0.086,651.8,57.47,33516.61017
2/25/2017 14:00,16.88,36.62,0.085,642.8,55.76,33577.62712
2/25/2017 14:10,16.94,35.32,0.085,644.7,50.57,33388.47458
2/25/2017 14:20,16.97,37.95,0.086,667.6,60.66,33321.35593
2/25/2017 14:30,17.03,39.79,0.086,618.4,72.1,33089.49153
2/25/2017 14:40,17.08,38.52,0.086,627.6,74.9,32747.79661
2/25/2017 14:50,17.35,38.08,0.083,638.1,75.6,33132.20339
2/25/2017 15:00,17.27,36.38,0.086,627.4,134.5,33113.89831
2/25/2017 15:10,17.12,35.75,0.083,571.0,135.9,33339.66102
2/25/2017 15:20,17.15,35.45,0.086,570.5,102.4,33339.66102
2/25/2017 15:30,17.21,35.91,0.087,583.8,114.2,32839.32203
2/25/2017 15:40,17.26,36.58,0.083,564.2,93.6,32125.42373
2/25/2017 15:50,17.26,35.95,0.086,524.0,149.0,31576.27119
2/25/2017 16:00,17.12,35.18,0.082,457.6,166.5,31417.62712
2/25/2017 16:10,17.11,34.58,0.084,485.7,281.4,31606.77966
2/25/2017 16:20,17.19,35.41,0.083,505.7,451.3,31490.84746
2/25/2017 16:30,17.02,36.75,0.082,480.7,492.9,31741.01695
2/25/2017 16:40,16.84,37.18,0.082,375.7,397.8,31606.77966
2/25/2017 16:50,16.6,38.55,0.081,346.7,371.9,31356.61017
2/25/2017 17:00,16.41,40.49,0.083,289.6,312.7,30673.22034
2/25/2017 17:10,16.1,41.69,0.086,278.9,305.1,30746.44068
2/25/2017 17:20,16.11,39.65,0.083,269.9,302.5,30691.52542
2/25/2017 17:30,16.14,38.42,0.084,265.7,299.4,30996.61017
2/25/2017 17:40,15.91,39.39,0.085,215.9,244.0,31661.69492
2/25/2017 17:50,15.7,40.72,0.083,197.5,225.8,32503.72881
2/25/2017 18:00,15.6,40.69,0.084,150.8,175.0,33681.35593
2/25/2017 18:10,15.57,40.59,0.084,107.1,123.8,35585.08475
2/25/2017 18:20,15.39,41.15,0.084,94.7,110.8,38703.05085
2/25/2017 18:30,15.18,42.26,0.085,76.7,91.0,40673.89831
2/25/2017 18:40,14.92,44.46,0.086,51.9,61.75,41845.42373
2/25/2017 18:50,14.68,45.76,0.084,31.13,37.13,42284.74576
2/25/2017 19:00,14.38,47.06,0.088,10.49,10.65,42583.72881
2/25/2017 19:10,14.28,46.6,0.084,4.779,4.654,42516.61017
2/25/2017 19:20,14.19,46.83,0.082,1.617,1.635,42254.23729
2/25/2017 19:30,14.06,48.06,0.085,0.223,0.167,42534.91525
2/25/2017 19:40,14.01,48.23,0.083,0.091,0.108,42925.42373
2/25/2017 19:50,13.83,47.86,0.084,0.07,0.122,42663.05085
2/25/2017 20:00,13.78,47.5,0.085,0.073,0.085,42516.61017
2/25/2017 20:10,13.65,47.83,0.082,0.051,0.126,42504.40678
2/25/2017 20:20,13.74,47.4,0.083,0.062,0.093,42547.11864
2/25/2017 20:30,14.02,46.26,0.083,0.081,0.134,42522.71186
2/25/2017 20:40,13.98,47.16,0.082,0.059,0.137,42742.37288
2/25/2017 20:50,13.86,48.73,0.08,0.091,0.134,42412.88136
2/25/2017 21:00,13.79,50.03,0.087,0.084,0.089,42187.11864
2/25/2017 21:10,13.67,53.37,0.087,0.081,0.093,41827.11864
2/25/2017 21:20,13.2,55.61,0.083,0.066,0.122,41570.84746
2/25/2017 21:30,12.79,57.11,0.088,0.044,0.115,41003.38983
2/25/2017 21:40,12.73,56.94,0.085,0.073,0.122,40478.64407
2/25/2017 21:50,12.78,58.14,0.084,0.044,0.137,39862.37288
2/25/2017 22:00,13.25,57.21,0.083,0.077,0.126,39465.76271
2/25/2017 22:10,12.87,59.31,0.084,0.077,0.13,39441.35593
2/25/2017 22:20,13.38,58.95,0.085,0.051,0.1,39209.49153
2/25/2017 22:30,13.71,58.58,0.083,0.059,0.119,38837.28814
2/25/2017 22:40,13.82,59.18,0.08,0.066,0.134,38062.37288
2/25/2017 22:50,13.93,59.31,0.082,0.037,0.145,37378.98305
2/25/2017 23:00,13.97,59.48,0.078,0.07,0.108,36500.33898
2/25/2017 23:10,13.92,60.05,0.08,0.037,0.089,35725.42373
2/25/2017 23:20,13.68,61.15,0.082,0.066,0.126,34657.62712
2/25/2017 23:30,13.43,62.22,0.083,0.062,0.141,33894.91525
2/25/2017 23:40,13.9,60.95,0.084,0.055,0.089,33309.15254
2/25/2017 23:50,13.82,61.05,0.08,0.062,0.104,32570.84746
