Datetime,Temperature,Humidity,WindSpeed,GeneralDiffuseFlows,DiffuseFlows,PowerConsumption
5/23/2017 0:00,18.0,83.1,0.066,0.051,0.115,32621.11475
5/23/2017 0:10,17.95,83.1,0.066,0.066,0.1,31878.29508
5/23/2017 0:20,17.97,83.1,0.066,0.029,0.196,31236.19672
5/23/2017 0:30,17.98,83.5,0.068,0.059,0.096,30631.86885
5/23/2017 0:40,17.94,84.1,0.072,0.059,0.126,30115.67213
5/23/2017 0:50,17.94,84.7,0.066,0.048,0.122,29511.34426
5/23/2017 1:00,17.82,85.0,0.064,0.037,0.119,28692.98361
5/23/2017 1:10,17.53,85.0,0.065,0.059,0.163,28113.83607
5/23/2017 1:20,16.91,84.8,0.068,0.029,0.141,27710.95082
5/23/2017 1:30,16.34,82.4,0.07,0.059,0.137,27446.55738
5/23/2017 1:40,16.45,81.8,0.067,0.029,0.122,27245.11475
5/23/2017 1:50,16.25,80.5,0.07,0.037,0.137,27081.44262
5/23/2017 2:00,16.24,80.9,0.069,0.051,0.104,26678.55738
5/23/2017 2:10,15.83,80.2,0.067,0.044,0.137,26502.29508
5/23/2017 2:20,15.76,80.2,0.066,0.04,0.119,26174.95082
5/23/2017 2:30,15.54,81.4,0.071,0.048,0.145,25923.14754
5/23/2017 2:40,15.59,82.5,0.069,0.04,0.156,25809.83607
5/23/2017 2:50,15.52,84.0,0.071,0.033,0.178,25746.88525
5/23/2017 3:00,15.49,85.4,0.07,0.029,0.159,25948.32787
5/23/2017 3:10,15.54,85.6,0.069,0.059,0.163,26099.40984
5/23/2017 3:20,15.44,86.3,0.07,0.048,0.133,26968.13115
5/23/2017 3:30,15.41,87.0,0.072,0.026,0.126,26955.54098
5/23/2017 3:40,15.35,87.2,0.073,0.033,0.189,26237.90164
5/23/2017 3:50,15.18,87.4,0.066,0.048,0.167,26036.45902
5/23/2017 4:00,15.09,87.7,0.068,0.029,0.167,25822.42623
5/23/2017 4:10,15.07,88.3,0.073,0.015,0.178,25419.54098
5/23/2017 4:20,15.06,88.6,0.076,0.026,0.1,25331.40984
5/23/2017 4:30,14.93,89.4,0.072,0.04,0.108,24840.39344
5/23/2017 4:40,14.75,89.3,0.07,0.044,0.174,23959.08197
5/23/2017 4:50,14.54,90.2,0.072,0.037,0.133,22637.11475
5/23/2017 5:00,14.55,90.4,0.072,0.062,0.126,22057.96721
5/23/2017 5:10,14.47,90.8,0.07,0.059,0.122,21466.22951
5/23/2017 5:20,14.41,91.1,0.068,0.044,0.108,21138.88525
5/23/2017 5:30,14.57,91.2,0.067,0.051,0.104,21063.34426
5/23/2017 5:40,14.69,91.3,0.066,0.07,0.093,21101.11475
5/23/2017 5:50,14.76,91.5,0.067,0.055,0.133,20987.80328
5/23/2017 6:00,14.67,91.4,0.068,0.219,0.141,21151.47541
5/23/2017 6:10,14.56,91.2,0.067,0.432,0.404,21629.90164
5/23/2017 6:20,14.47,90.9,0.07,1.412,1.253,22070.55738
5/23/2017 6:30,14.65,90.4,0.07,2.806,2.391,22473.44262
5/23/2017 6:40,14.84,89.8,0.065,11.87,9.65,23090.36066
5/23/2017 6:50,14.98,89.2,0.068,17.03,13.39,23543.60656
5/23/2017 7:00,15.13,88.4,0.069,17.21,13.65,24450.09836
5/23/2017 7:10,15.24,87.8,0.064,20.97,16.8,25142.55738
5/23/2017 7:20,15.41,87.2,0.068,21.18,16.44,25583.21311
5/23/2017 7:30,15.57,86.7,0.074,44.98,35.5,25986.09836
5/23/2017 7:40,15.55,86.1,0.067,28.28,24.19,25986.09836
5/23/2017 7:50,15.68,86.0,0.065,59.71,45.94,26250.4918
5/23/2017 8:00,15.84,86.0,0.067,93.8,73.9,26955.54098
5/23/2017 8:10,15.91,86.3,0.07,117.5,94.6,27786.4918
5/23/2017 8:20,15.89,86.1,0.067,135.7,107.1,28680.39344
5/23/2017 8:30,15.73,85.0,0.07,145.9,115.4,29435.80328
5/23/2017 8:40,15.99,81.5,0.072,149.4,120.9,29989.77049
5/23/2017 8:50,16.21,78.5,0.069,157.8,126.8,30430.42623
5/23/2017 9:00,16.31,77.0,0.07,134.7,108.7,30871.08197
5/23/2017 9:10,16.35,76.0,0.069,113.2,92.7,31248.78689
5/23/2017 9:20,16.5,75.3,0.074,99.5,80.3,31941.2459
5/23/2017 9:30,16.51,75.6,0.072,105.0,86.4,32495.21311
5/23/2017 9:40,16.56,75.6,0.07,117.0,96.0,33036.59016
5/23/2017 9:50,16.67,74.4,0.07,144.0,117.7,33804.59016
5/23/2017 10:00,16.76,73.5,0.073,163.1,130.0,34295.60656
5/23/2017 10:10,16.85,73.1,0.069,173.7,138.8,34774.03279
5/23/2017 10:20,16.95,73.1,0.072,155.4,125.6,35189.5082
5/23/2017 10:30,16.85,73.5,0.073,151.1,120.0,35428.72131
5/23/2017 10:40,16.89,73.7,0.066,164.5,129.2,35693.11475
5/23/2017 10:50,16.91,73.9,0.07,193.4,152.8,36171.54098
5/23/2017 11:00,17.06,73.3,0.07,219.4,172.7,36360.39344
5/23/2017 11:10,17.26,72.4,0.071,227.3,186.9,36750.68852
5/23/2017 11:20,17.47,70.2,0.068,248.1,199.3,37002.4918
5/23/2017 11:30,17.7,68.17,0.07,290.8,237.4,36851.40984
5/23/2017 11:40,18.05,67.13,3.152,362.5,294.0,37103.21311
5/23/2017 11:50,18.26,66.6,4.926,432.1,334.7,37203.93443
5/23/2017 12:00,18.61,66.43,4.925,904.0,341.9,36813.63934
5/23/2017 12:10,18.88,65.0,4.926,653.2,372.4,37216.52459
5/23/2017 12:20,19.15,63.43,4.927,890.0,305.9,37480.91803
5/23/2017 12:30,19.13,62.06,4.926,943.0,264.6,37606.81967
5/23/2017 12:40,19.55,61.19,4.921,1082.0,251.4,37644.59016
5/23/2017 12:50,19.67,57.99,4.925,1122.0,248.3,37808.2623
5/23/2017 13:00,19.95,57.39,4.923,918.0,274.4,37417.96721
5/23/2017 13:10,20.2,56.22,4.923,1102.0,302.2,37405.37705
5/23/2017 13:20,20.33,55.79,4.924,893.0,298.3,37191.34426
5/23/2017 13:30,20.29,55.52,4.924,634.9,344.1,37216.52459
5/23/2017 13:40,20.16,56.42,4.925,529.7,332.1,35705.70492
5/23/2017 13:50,19.98,57.79,4.926,636.1,343.2,35479.08197
5/23/2017 14:00,20.2,58.06,4.92,1163.0,338.6,35491.67213
5/23/2017 14:10,20.29,58.66,4.923,1010.0,280.9,36045.63934
5/23/2017 14:20,20.34,57.92,4.922,585.1,347.9,36171.54098
5/23/2017 14:30,19.89,57.89,4.921,344.7,283.7,36108.59016
5/23/2017 14:40,19.82,58.02,4.924,449.4,336.5,36184.13115
5/23/2017 14:50,19.98,56.96,4.92,465.2,338.6,36070.81967
5/23/2017 15:00,20.11,56.36,4.923,615.5,322.7,35416.13115
5/23/2017 15:10,20.48,55.72,4.923,821.0,294.6,35365.77049
5/23/2017 15:20,20.43,54.69,4.924,487.8,301.6,35579.80328
5/23/2017 15:30,20.09,55.12,4.923,844.0,263.3,35542.03279
5/23/2017 15:40,20.63,55.96,4.922,869.0,210.3,35705.70492
5/23/2017 15:50,20.3,57.52,4.921,545.6,216.9,35504.2623
5/23/2017 16:00,20.39,57.56,4.923,612.9,232.7,35176.91803
5/23/2017 16:10,20.19,57.72,4.922,380.2,219.3,35088.78689
5/23/2017 16:20,20.05,59.06,4.921,475.3,203.6,34937.70492
5/23/2017 16:30,20.07,58.89,4.918,643.6,213.8,35667.93443
5/23/2017 16:40,19.9,58.66,4.925,298.7,219.6,35680.52459
5/23/2017 16:50,19.76,58.96,4.919,246.2,190.8,35239.86885
5/23/2017 17:00,19.71,58.99,4.919,252.0,197.9,34899.93443
5/23/2017 17:10,19.67,59.29,4.92,235.2,186.8,34711.08197
5/23/2017 17:20,19.69,60.29,4.925,232.7,180.8,34811.80328
5/23/2017 17:30,19.72,59.83,4.922,223.0,171.0,34849.57377
5/23/2017 17:40,19.75,59.29,4.926,433.9,204.7,35025.83607
5/23/2017 17:50,20.08,55.99,4.922,282.3,195.8,35592.39344
5/23/2017 18:00,20.25,54.05,4.925,202.1,161.3,35642.7541
5/23/2017 18:10,20.32,51.82,4.92,233.5,168.9,35856.78689
5/23/2017 18:20,20.46,52.02,4.927,336.9,294.5,35907.14754
5/23/2017 18:30,20.56,57.42,4.922,187.3,158.1,36536.65574
5/23/2017 18:40,19.79,60.79,4.924,139.6,113.7,36889.18033
5/23/2017 18:50,19.44,61.96,4.918,112.6,91.6,37556.45902
5/23/2017 19:00,19.27,63.03,4.926,131.3,119.2,38097.83607
5/23/2017 19:10,19.07,63.4,4.923,93.9,80.6,39457.57377
5/23/2017 19:20,18.85,64.3,4.926,78.8,65.59,41283.14754
5/23/2017 19:30,18.77,64.8,4.923,84.5,77.4,44178.88525
5/23/2017 19:40,18.66,65.47,4.919,49.51,44.32,45865.96721
5/23/2017 19:50,18.47,66.5,4.923,41.65,41.8,45828.19672
5/23/2017 20:00,18.33,67.37,4.916,17.88,14.0,46520.65574
5/23/2017 20:10,18.19,69.0,4.92,8.05,6.443,47175.34426
5/23/2017 20:20,18.05,70.1,4.918,2.919,2.495,47364.19672
5/23/2017 20:30,18.0,70.4,4.923,0.743,0.615,47263.47541
5/23/2017 20:40,17.99,70.8,4.923,0.205,0.178,47062.03279
5/23/2017 20:50,17.96,70.6,4.924,0.088,0.104,46948.72131
5/23/2017 21:00,17.96,70.4,4.926,0.029,0.145,46885.77049
5/23/2017 21:10,17.95,70.8,4.927,0.051,0.093,46520.65574
5/23/2017 21:20,17.9,70.8,4.924,0.073,0.067,46105.18033
5/23/2017 21:30,17.86,70.6,4.921,0.059,0.104,45727.47541
5/23/2017 21:40,17.68,70.9,4.924,0.066,0.078,45223.86885
5/23/2017 21:50,17.51,70.8,4.925,0.033,0.141,44770.62295
5/23/2017 22:00,17.5,70.5,4.921,0.051,0.074,44103.34426
5/23/2017 22:10,17.57,70.1,4.919,0.037,0.2,43410.88525
5/23/2017 22:20,17.57,69.1,4.924,0.044,0.126,42454.03279
5/23/2017 22:30,17.53,69.27,4.923,0.037,0.085,41585.31148
5/23/2017 22:40,17.51,68.67,4.926,0.051,0.137,40515.14754
5/23/2017 22:50,17.55,68.23,4.927,0.059,0.093,39230.95082
5/23/2017 23:00,17.38,68.4,4.918,0.04,0.185,38311.86885
5/23/2017 23:10,17.4,67.93,4.922,0.059,0.096,37619.40984
5/23/2017 23:20,17.38,67.7,4.925,0.048,0.152,36435.93443
5/23/2017 23:30,17.31,67.7,4.924,0.048,0.133,35604.98361
5/23/2017 23:40,17.4,70.1,4.926,0.04,0.108,34408.91803
5/23/2017 23:50,17.28,72.3,4.924,0.048,0.122,33376.52459
