Datetime,Temperature,Humidity,WindSpeed,GeneralDiffuseFlows,DiffuseFlows,PowerConsumption
5/28/2017 0:00,19.52,83.7,0.071,0.04,0.145,36738.09836
5/28/2017 0:10,19.44,83.6,0.071,0.051,0.137,36310.03279
5/28/2017 0:20,19.33,83.3,0.071,0.069,0.141,35881.96721
5/28/2017 0:30,19.28,83.0,0.073,0.069,0.122,35252.45902
5/28/2017 0:40,19.25,82.9,0.073,0.037,0.189,34799.21311
5/28/2017 0:50,19.27,82.6,0.074,0.059,0.104,34711.08197
5/28/2017 1:00,19.27,82.3,0.073,0.066,0.13,34408.91803
5/28/2017 1:10,19.25,82.3,0.07,0.051,0.182,33653.5082
5/28/2017 1:20,19.32,82.2,0.07,0.048,0.145,33703.86885
5/28/2017 1:30,19.38,81.7,0.069,0.069,0.074,34068.98361
5/28/2017 1:40,19.46,81.0,0.07,0.048,0.148,34988.06557
5/28/2017 1:50,19.54,80.6,0.069,0.051,0.104,36184.13115
5/28/2017 2:00,19.58,79.9,0.067,0.066,0.13,37417.96721
5/28/2017 2:10,19.58,79.4,0.069,0.055,0.104,38400.0
5/28/2017 2:20,19.61,78.9,0.077,0.048,0.163,38588.85246
5/28/2017 2:30,19.56,78.8,0.077,0.077,0.063,38236.32787
5/28/2017 2:40,19.49,79.1,0.077,0.048,0.141,37820.85246
5/28/2017 2:50,19.36,79.7,0.077,0.026,0.159,37090.62295
5/28/2017 3:00,19.38,79.7,0.077,0.062,0.156,36247.08197
5/28/2017 3:10,19.45,79.5,0.086,0.048,0.126,35239.86885
5/28/2017 3:20,19.55,79.4,0.081,0.066,0.104,34006.03279
5/28/2017 3:30,19.59,79.1,0.082,0.062,0.13,31462.81967
5/28/2017 3:40,19.6,79.2,0.079,0.08,0.089,29838.68852
5/28/2017 3:50,19.58,79.5,0.073,0.044,0.145,28579.67213
5/28/2017 4:00,19.4,79.8,0.077,0.044,0.152,27484.32787
5/28/2017 4:10,19.28,80.0,0.07,0.059,0.1,26640.78689
5/28/2017 4:20,19.23,80.0,0.078,0.062,0.122,26426.7541
5/28/2017 4:30,19.29,79.9,0.081,0.048,0.093,25734.29508
5/28/2017 4:40,19.4,79.7,0.082,0.055,0.141,24487.86885
5/28/2017 4:50,19.31,79.9,0.073,0.051,0.104,22964.45902
5/28/2017 5:00,19.08,80.6,0.075,0.051,0.107,22045.37705
5/28/2017 5:10,18.93,81.0,0.068,0.077,0.096,21554.36066
